lead_id,source,campaign,region,role,prior_course_interest,page_views,last_touch_days,recency_days,email_opens,webinar_attended,form_submissions,prior_purchases,region_engagement_score,time_spent_minutes,label_conversion,label_class
LEAD-101704,Facebook,Spring2025,North America,VP,Data Science; Leadership,27,8,12,6,No,0,1,36.07,89,0,Warm
LEAD-100452,Referral,Spring2025,North America,Intern,Machine Learning; Marketing; Leadership,19,9,10,3,Yes,1,2,55.61,232,1,Warm
LEAD-100585,LinkedIn,Summer2025,Asia,VP,Leadership,13,3,0,3,No,5,1,94.77,154,1,Hot
LEAD-101396,Referral,Spring2025,Asia,Intern,Machine Learning; Marketing,5,12,12,1,No,0,0,27.93,212,0,Warm
LEAD-100298,Google Ads,Webinar2025,North America,Director,Strategy; Leadership; Machine Learning,37,2,13,10,Yes,1,2,67.17,137,1,Hot
LEAD-101827,Facebook,Webinar2025,Australia,Analyst,Leadership; Marketing,22,5,4,3,Yes,0,0,65.3,77,0,Cold
LEAD-101744,Referral,Webinar2025,Europe,Intern,Marketing; Leadership,26,17,5,4,Yes,0,1,52.11,69,0,Warm
LEAD-100335,Google Ads,Spring2025,Asia,Director,Strategy; Marketing; Data Science,27,7,20,10,Yes,5,0,47.98,60,1,Cold
LEAD-100812,Facebook,Summer2025,North America,Director,Data Science,29,12,29,2,Yes,5,0,35.93,271,0,Warm
LEAD-100247,LinkedIn,Webinar2025,Australia,Director,Machine Learning,26,8,1,5,Yes,3,2,69.79,209,1,Warm
LEAD-101916,Google Ads,Spring2025,Australia,Analyst,Machine Learning; Strategy,7,12,23,8,Yes,1,0,42.08,53,0,Cold
LEAD-100070,Organic,Summer2025,North America,VP,Marketing; Data Science,30,9,7,1,Yes,0,3,70.97,13,1,Cold
LEAD-100202,Referral,Spring2025,North America,Analyst,Marketing; Data Science; Strategy,34,3,20,3,Yes,3,1,69.77,283,1,Warm
LEAD-100049,Organic,Summer2025,North America,Manager,Machine Learning,20,3,24,7,Yes,5,0,64.46,51,1,Hot
LEAD-100784,Organic,Webinar2025,Europe,Intern,Strategy,41,8,15,8,Yes,1,2,62.12,117,1,Hot
LEAD-101198,Google Ads,Spring2025,Asia,Analyst,Strategy; Marketing; Machine Learning,21,12,29,2,Yes,5,0,75.48,43,0,Cold
LEAD-101415,LinkedIn,Webinar2025,Australia,Manager,Marketing; Machine Learning,16,18,11,6,Yes,4,0,64.04,254,0,Cold
LEAD-101965,Google Ads,Summer2025,Asia,VP,Strategy; Data Science,1,12,16,0,Yes,3,1,50.74,95,0,Cold
LEAD-100375,LinkedIn,Spring2025,North America,Director,Strategy,35,6,1,7,No,5,2,106.81,54,1,Cold
LEAD-101665,LinkedIn,Webinar2025,Australia,VP,Strategy,31,20,19,5,Yes,5,1,45.19,24,0,Warm
LEAD-101925,Facebook,Webinar2025,North America,VP,Strategy; Marketing; Leadership,24,5,19,3,No,5,1,61.28,294,0,Warm
LEAD-101539,Referral,Summer2025,Asia,Intern,Marketing; Data Science; Strategy,10,19,14,5,No,5,1,24.6,90,0,Cold
LEAD-100156,Facebook,Webinar2025,Europe,Director,Strategy,30,3,17,7,No,2,1,51.18,254,1,Warm
LEAD-100318,Organic,Summer2025,Europe,Analyst,Machine Learning,33,4,23,8,Yes,5,3,55.79,240,1,Hot
LEAD-100032,LinkedIn,Webinar2025,Australia,Intern,Leadership; Marketing; Data Science,17,9,6,11,Yes,3,0,85.53,165,1,Hot
LEAD-100893,Organic,Summer2025,Asia,Director,Machine Learning; Data Science; Leadership,4,5,12,0,No,0,0,39.64,46,0,Cold
LEAD-100343,LinkedIn,Spring2025,Europe,Intern,Machine Learning,16,5,5,8,Yes,0,2,79.55,102,1,Hot
LEAD-101845,Organic,Spring2025,Asia,Intern,Marketing; Leadership,9,20,17,4,No,0,1,27.73,279,0,Cold
LEAD-100237,LinkedIn,Spring2025,Asia,Manager,Strategy,17,1,12,4,No,2,0,50.74,63,1,Hot
LEAD-100436,Referral,Webinar2025,Australia,VP,Marketing; Leadership,22,3,8,4,No,5,2,68.82,276,1,Hot
LEAD-101403,Facebook,Webinar2025,Asia,Intern,Strategy; Leadership; Machine Learning,22,14,2,1,No,3,0,53.01,9,0,Cold
LEAD-101889,LinkedIn,Summer2025,Asia,Analyst,Marketing; Data Science,5,5,10,0,Yes,3,0,38.06,33,0,Cold
LEAD-101897,Organic,Spring2025,North America,VP,Marketing; Data Science; Leadership,12,7,25,2,Yes,4,0,46.93,217,0,Warm
LEAD-101770,LinkedIn,Spring2025,North America,Intern,Machine Learning; Strategy; Leadership,29,12,30,7,No,3,0,28.56,283,0,Cold
LEAD-101399,Organic,Spring2025,Australia,Intern,Data Science; Marketing; Leadership,11,7,26,6,Yes,3,1,58.54,219,0,Warm
LEAD-101537,Facebook,Summer2025,Asia,Director,Machine Learning; Data Science,6,8,15,4,Yes,5,1,61.05,197,0,Warm
LEAD-101226,LinkedIn,Spring2025,Asia,Director,Marketing; Leadership; Data Science,8,7,20,8,No,3,0,55.81,248,0,Warm
LEAD-100905,Organic,Webinar2025,North America,Analyst,Strategy; Marketing,17,12,29,1,No,2,1,68.79,295,0,Hot
LEAD-101478,Referral,Spring2025,Europe,Director,Leadership; Data Science; Strategy,16,5,7,5,No,0,1,64.61,41,0,Cold
LEAD-100625,Google Ads,Webinar2025,North America,VP,Strategy; Data Science; Leadership,31,0,25,4,No,3,1,53.3,267,1,Hot
LEAD-100320,Organic,Summer2025,North America,Manager,Data Science,22,1,19,5,No,2,2,95.99,207,1,Warm
LEAD-101251,Google Ads,Spring2025,North America,Analyst,Machine Learning,9,18,14,0,No,5,0,55.56,167,0,Warm
LEAD-100342,Referral,Webinar2025,Australia,VP,Marketing,28,2,4,8,Yes,4,3,92.59,196,1,Hot
LEAD-101903,Referral,Summer2025,Australia,Manager,Data Science; Leadership,28,8,28,3,Yes,0,1,53.72,171,0,Warm
LEAD-101170,Organic,Spring2025,Asia,Analyst,Machine Learning; Leadership; Strategy,9,15,30,4,Yes,0,1,55.86,62,0,Cold
LEAD-101180,Organic,Spring2025,Asia,Director,Strategy; Data Science; Marketing,16,7,14,7,No,0,0,33.14,258,0,Warm
LEAD-100630,Referral,Summer2025,North America,Director,Data Science; Marketing; Machine Learning,34,3,6,2,Yes,2,0,76.17,89,1,Warm
LEAD-101568,Referral,Summer2025,Australia,Director,Data Science; Machine Learning; Strategy,11,12,21,8,Yes,1,0,36.12,193,0,Hot
LEAD-100340,LinkedIn,Webinar2025,Europe,Director,Marketing; Leadership; Data Science,41,7,22,2,Yes,0,1,53.07,64,1,Warm
LEAD-101717,Referral,Summer2025,Australia,Director,Data Science,15,7,4,6,No,3,1,58.17,31,0,Cold
LEAD-101414,Referral,Summer2025,Europe,VP,Leadership; Marketing,6,5,8,7,Yes,5,1,64.35,252,0,Cold
LEAD-101622,LinkedIn,Spring2025,Europe,Director,Machine Learning,15,20,24,7,No,4,1,53.38,160,0,Warm
LEAD-100069,Organic,Summer2025,Australia,Manager,Marketing,20,6,1,5,No,0,1,58.23,86,1,Hot
LEAD-101908,LinkedIn,Spring2025,Europe,VP,Machine Learning,11,17,2,3,Yes,3,1,37.25,191,0,Cold
LEAD-101273,Google Ads,Summer2025,Europe,Intern,Leadership; Marketing; Strategy,19,6,16,6,No,3,0,31.57,251,0,Warm
LEAD-100753,Organic,Webinar2025,Europe,Manager,Strategy; Leadership; Marketing,38,3,21,11,No,3,0,63.11,10,1,Hot
LEAD-100184,Google Ads,Spring2025,Australia,Analyst,Strategy,40,2,25,11,No,4,2,85.15,11,1,Hot
LEAD-100266,LinkedIn,Spring2025,Asia,Director,Data Science,37,2,5,6,No,0,3,85.45,196,1,Cold
LEAD-101992,Google Ads,Summer2025,Europe,Manager,Marketing; Strategy; Leadership,22,11,19,0,No,1,1,33.86,124,0,Cold
LEAD-100020,Referral,Summer2025,North America,Manager,Leadership,33,5,28,4,No,4,2,84.84,215,1,Cold
LEAD-100844,Facebook,Webinar2025,Asia,VP,Machine Learning; Leadership; Marketing,17,13,9,1,No,4,0,23.2,8,0,Hot
LEAD-101748,Organic,Webinar2025,Asia,Analyst,Data Science; Machine Learning; Strategy,16,17,13,9,Yes,1,0,56.63,247,0,Cold
LEAD-100078,Referral,Webinar2025,Australia,Manager,Marketing,35,3,16,5,No,4,2,73.19,125,1,Hot
LEAD-100712,Referral,Webinar2025,Asia,Intern,Data Science,25,1,10,7,Yes,4,0,76.05,20,1,Warm
LEAD-101387,LinkedIn,Summer2025,Europe,Intern,Machine Learning,5,12,25,1,No,3,0,61.69,206,0,Cold
LEAD-101883,Organic,Summer2025,North America,Manager,Marketing; Strategy,23,16,1,2,No,1,0,45.95,18,0,Cold
LEAD-101666,Facebook,Summer2025,Australia,Analyst,Data Science,3,14,6,4,Yes,2,1,56.38,38,0,Cold
LEAD-101073,Google Ads,Summer2025,Asia,Director,Strategy; Marketing; Machine Learning,30,12,2,8,No,3,1,31.21,251,0,Cold
LEAD-101348,LinkedIn,Webinar2025,Asia,Intern,Data Science; Marketing; Strategy,17,9,9,6,Yes,2,1,41.12,71,0,Cold
LEAD-100304,Google Ads,Spring2025,North America,Manager,Data Science; Machine Learning,38,0,9,7,No,5,1,74.88,132,1,Cold
LEAD-100786,Organic,Spring2025,North America,Analyst,Strategy; Marketing,38,0,2,5,Yes,5,1,69.85,85,1,Cold
LEAD-100579,Facebook,Webinar2025,Australia,Director,Strategy; Marketing,38,1,22,3,Yes,4,2,90.66,286,1,Hot
LEAD-100719,Referral,Summer2025,Europe,Intern,Strategy; Leadership; Marketing,33,8,8,5,Yes,1,1,64.65,204,1,Warm
LEAD-100308,Referral,Spring2025,Australia,VP,Strategy; Marketing; Data Science,29,3,21,5,No,4,3,58.31,292,1,Cold
LEAD-100361,Google Ads,Webinar2025,Australia,Manager,Marketing; Strategy,32,6,9,12,No,4,1,90.1,277,1,Warm
LEAD-100661,Organic,Webinar2025,Australia,Analyst,Machine Learning; Data Science; Strategy,23,8,16,10,Yes,5,3,94.66,11,1,Hot
LEAD-100089,Facebook,Summer2025,Australia,Manager,Data Science,37,1,22,5,Yes,4,3,87.19,297,1,Hot
LEAD-100940,Referral,Spring2025,Asia,Director,Leadership; Data Science; Strategy,27,16,29,8,No,1,0,32.41,56,0,Hot
LEAD-101242,Google Ads,Summer2025,Europe,Manager,Data Science,9,14,5,2,No,1,0,18.06,215,0,Warm
LEAD-101321,Referral,Webinar2025,Asia,Director,Machine Learning; Data Science; Leadership,14,15,12,0,No,4,1,52.01,146,0,Warm
LEAD-101471,Google Ads,Webinar2025,Australia,Director,Data Science,20,17,9,5,No,4,0,38.23,251,0,Cold
LEAD-101100,Google Ads,Spring2025,Australia,Director,Marketing,32,13,4,1,Yes,1,1,40.19,52,0,Cold
LEAD-101952,Referral,Summer2025,North America,Analyst,Strategy; Data Science,23,20,11,5,Yes,2,0,34.52,58,0,Hot
LEAD-100702,Referral,Spring2025,Asia,Manager,Machine Learning,21,7,7,6,Yes,1,2,58.21,49,1,Hot
LEAD-101194,Google Ads,Webinar2025,Asia,Director,Machine Learning,21,18,10,3,Yes,5,0,59.35,280,0,Warm
LEAD-101216,Facebook,Summer2025,Australia,Manager,Marketing; Data Science; Leadership,12,5,21,3,No,3,0,57.19,36,0,Cold
LEAD-100372,Referral,Summer2025,Australia,Intern,Leadership,28,6,8,4,Yes,3,2,59.55,248,1,Cold
LEAD-100096,Facebook,Webinar2025,North America,Manager,Data Science; Strategy,34,4,29,9,No,1,2,51.82,170,1,Hot
LEAD-101057,Organic,Spring2025,Australia,Manager,Data Science; Strategy; Leadership,4,6,17,8,No,4,0,37.23,246,0,Warm
LEAD-101898,Facebook,Webinar2025,Asia,Intern,Machine Learning,7,14,3,0,Yes,2,1,27.0,242,0,Cold
LEAD-101497,Google Ads,Webinar2025,North America,Manager,Data Science; Marketing,11,14,7,3,Yes,4,0,32.23,161,0,Cold
LEAD-100301,LinkedIn,Webinar2025,North America,Intern,Strategy; Data Science,36,7,8,2,No,3,3,88.15,15,1,Hot
LEAD-100217,LinkedIn,Spring2025,Australia,Analyst,Marketing; Strategy; Leadership,24,10,14,2,Yes,5,1,65.51,239,1,Cold
LEAD-100444,Facebook,Webinar2025,North America,VP,Machine Learning; Strategy; Data Science,17,1,20,13,No,5,2,64.44,60,1,Warm
LEAD-100039,LinkedIn,Summer2025,North America,Manager,Data Science,31,6,19,10,No,2,2,90.74,206,1,Warm
LEAD-100155,Organic,Spring2025,Asia,Analyst,Leadership,26,6,15,11,Yes,4,0,93.45,254,1,Hot
LEAD-101159,Organic,Webinar2025,Australia,Director,Marketing; Machine Learning,26,12,16,1,Yes,3,0,54.65,275,0,Warm
LEAD-101638,Organic,Webinar2025,North America,Director,Data Science; Machine Learning; Strategy,17,9,23,6,Yes,5,1,68.76,59,0,Cold
LEAD-101338,Organic,Spring2025,Australia,Intern,Leadership; Data Science; Marketing,30,8,19,4,Yes,4,0,43.19,196,0,Warm
LEAD-100746,LinkedIn,Spring2025,Asia,Manager,Leadership,37,6,5,9,No,1,0,62.51,258,1,Cold
LEAD-100782,LinkedIn,Spring2025,North America,Analyst,Marketing; Strategy; Machine Learning,27,1,13,4,No,1,2,76.83,235,1,Warm
LEAD-100316,Organic,Spring2025,Australia,Manager,Data Science,35,5,6,6,Yes,5,1,76.92,32,1,Cold
LEAD-101385,Referral,Webinar2025,Europe,Manager,Machine Learning; Strategy; Leadership,12,6,1,4,No,4,0,68.42,265,0,Cold
LEAD-100487,Organic,Summer2025,North America,Director,Machine Learning,25,2,28,6,No,3,2,83.21,110,1,Hot
LEAD-101275,Facebook,Summer2025,Australia,Manager,Machine Learning; Marketing; Data Science,17,12,3,7,No,0,0,66.94,87,0,Hot
LEAD-101186,Facebook,Webinar2025,North America,Manager,Machine Learning; Marketing,20,16,10,5,Yes,4,0,25.31,80,0,Cold
LEAD-100926,Organic,Summer2025,Australia,VP,Machine Learning,11,17,25,2,Yes,0,0,17.76,106,0,Cold
LEAD-101212,Organic,Spring2025,Asia,Intern,Strategy; Marketing,12,13,8,0,No,2,0,59.79,229,0,Warm
LEAD-100721,Referral,Spring2025,Asia,Manager,Data Science; Machine Learning,44,3,23,7,Yes,5,1,58.36,243,1,Hot
LEAD-100163,Organic,Webinar2025,Australia,Director,Data Science,35,3,9,12,No,1,2,88.06,116,1,Hot
LEAD-101389,Google Ads,Webinar2025,North America,Manager,Marketing; Strategy,21,19,9,5,No,0,0,45.75,84,0,Cold
LEAD-101798,Referral,Spring2025,Asia,Intern,Marketing; Strategy; Machine Learning,6,11,6,0,No,0,1,43.83,125,0,Warm
LEAD-100535,Facebook,Summer2025,Europe,Intern,Strategy; Marketing,25,1,24,2,Yes,3,0,70.65,283,1,Hot
LEAD-100414,Organic,Spring2025,Europe,Intern,Leadership,38,3,20,9,Yes,1,2,85.49,217,1,Hot
LEAD-101322,Organic,Summer2025,North America,Director,Strategy; Marketing; Machine Learning,10,20,1,0,No,2,0,38.45,275,0,Cold
LEAD-100201,Google Ads,Spring2025,Asia,Analyst,Marketing; Leadership,22,9,11,3,Yes,1,3,76.58,124,1,Warm
LEAD-100666,Organic,Spring2025,North America,Director,Data Science,38,1,21,9,Yes,4,3,71.14,228,1,Cold
LEAD-100102,Organic,Spring2025,North America,Intern,Strategy,36,9,16,8,Yes,5,2,68.94,114,1,Hot
LEAD-100594,Referral,Webinar2025,Asia,VP,Strategy,29,0,8,7,Yes,0,0,71.74,269,1,Warm
LEAD-100459,LinkedIn,Summer2025,Australia,Intern,Strategy; Leadership,37,5,6,9,Yes,5,0,89.39,67,1,Cold
LEAD-100532,Referral,Webinar2025,Australia,Manager,Data Science; Marketing,19,0,23,10,Yes,1,1,102.08,86,1,Warm
LEAD-100995,Google Ads,Summer2025,North America,Director,Machine Learning,5,18,4,5,Yes,4,1,46.36,2,0,Cold
LEAD-101104,Referral,Summer2025,North America,VP,Strategy,22,18,7,3,Yes,5,1,53.64,136,0,Cold
LEAD-101428,Google Ads,Webinar2025,Asia,Analyst,Marketing; Machine Learning; Leadership,26,13,5,6,No,5,1,55.57,59,0,Warm
